Image,PixelCount,MeanTb,MinTb,MedianTb,CenterX,CenterY,MinRadius,MaxRadius,MeanRadius,CloudTopHeight
dummy_image_1.png,1,87.0,87.0,87.0,46.0,61.0,0.0,0.0,0.0,40.6
dummy_image_1.png,1,45.0,45.0,45.0,51.0,61.0,0.0,0.0,0.0,49.0
dummy_image_1.png,1,10.0,10.0,10.0,5.0,62.0,0.0,0.0,0.0,56.0
dummy_image_1.png,1,73.0,73.0,73.0,10.0,62.0,0.0,0.0,0.0,43.4
dummy_image_1.png,2,59.0,33.0,59.0,14.5,62.0,0.5,0.5,0.5,51.4
dummy_image_1.png,7,56.86,1.0,61.0,19.0,62.57,0.43,2.08,1.29,57.8
dummy_image_1.png,1,7.0,7.0,7.0,27.0,62.0,0.0,0.0,0.0,56.6
dummy_image_1.png,1,93.0,93.0,93.0,33.0,62.0,0.0,0.0,0.0,39.4
dummy_image_1.png,4,34.5,27.0,36.5,38.0,62.25,0.25,1.03,0.77,52.6
dummy_image_1.png,1,15.0,15.0,15.0,41.0,62.0,0.0,0.0,0.0,55.0
dummy_image_1.png,3,59.0,33.0,61.0,47.67,62.33,0.47,0.75,0.65,51.4
dummy_image_1.png,1,22.0,22.0,22.0,50.0,62.0,0.0,0.0,0.0,53.6
dummy_image_1.png,1,98.0,98.0,98.0,53.0,62.0,0.0,0.0,0.0,38.4
dummy_image_1.png,1,3.0,3.0,3.0,55.0,62.0,0.0,0.0,0.0,57.4
dummy_image_1.png,2,5.0,2.0,5.0,3.5,63.0,0.5,0.5,0.5,57.6
dummy_image_1.png,2,33.5,28.0,33.5,6.5,63.0,0.5,0.5,0.5,52.4
dummy_image_1.png,1,40.0,40.0,40.0,9.0,63.0,0.0,0.0,0.0,50.0
dummy_image_1.png,1,42.0,42.0,42.0,12.0,63.0,0.0,0.0,0.0,49.6
dummy_image_1.png,1,14.0,14.0,14.0,26.0,63.0,0.0,0.0,0.0,55.2
dummy_image_1.png,2,42.5,35.0,42.5,28.5,63.0,0.5,0.5,0.5,51.0
dummy_image_1.png,1,73.0,73.0,73.0,35.0,63.0,0.0,0.0,0.0,43.4
dummy_image_1.png,1,42.0,42.0,42.0,40.0,63.0,0.0,0.0,0.0,49.6
dummy_image_1.png,1,93.0,93.0,93.0,52.0,63.0,0.0,0.0,0.0,39.4
dummy_image_2.png,2,51.5,26.0,51.5,1.5,0.0,0.5,0.5,0.5,52.8
dummy_image_2.png,7,68.29,44.0,70.0,4.29,1.57,0.52,1.6,1.06,49.2
dummy_image_2.png,1,46.0,46.0,46.0,6.0,0.0,0.0,0.0,0.0,48.8
dummy_image_2.png,6,49.33,8.0,52.5,7.67,1.67,0.47,1.7,1.12,56.4
dummy_image_2.png,6,34.67,1.0,31.0,13.83,1.0,0.17,1.3,0.99,57.8
dummy_image_2.png,1,57.0,57.0,57.0,16.0,0.0,0.0,0.0,0.0,46.6
dummy_image_2.png,11,32.0,4.0,28.0,20.91,0.91,0.13,3.05,1.71,57.2
dummy_image_2.png,7,56.86,25.0,59.0,28.71,1.71,0.4,2.3,1.31,53.0
dummy_image_2.png,18,48.11,3.0,54.5,34.17,2.11,0.84,3.83,2.19,57.4
dummy_image_2.png,4,38.5,14.0,40.0,40.0,0.5,0.5,1.12,0.81,55.2
dummy_image_2.png,2,26.0,21.0,26.0,45.5,0.0,0.5,0.5,0.5,53.8
dummy_image_2.png,9,52.67,2.0,57.0,53.56,2.0,0.44,2.08,1.41,57.6
dummy_image_2.png,2,41.5,16.0,41.5,57.5,0.0,0.5,0.5,0.5,54.8
dummy_image_2.png,5,43.2,11.0,42.0,10.8,1.8,0.28,1.44,0.96,55.8
dummy_image_2.png,1,60.0,60.0,60.0,24.0,1.0,0.0,0.0,0.0,46.0
dummy_image_2.png,3,26.0,22.0,24.0,26.33,1.33,0.47,0.75,0.65,53.6
dummy_image_2.png,3,51.33,30.0,33.0,42.33,1.33,0.47,0.75,0.65,52.0
dummy_image_2.png,25,51.72,0.0,55.0,49.96,3.88,0.97,5.1,2.68,58.0
dummy_image_2.png,2,93.0,91.0,93.0,56.0,1.5,0.5,0.5,0.5,39.8
dummy_image_2.png,5,61.6,23.0,65.0,62.4,1.6,0.72,1.52,1.07,53.4
dummy_image_2.png,9,52.33,9.0,63.0,58.44,4.11,0.46,2.16,1.37,56.2
dummy_image_2.png,1,8.0,8.0,8.0,60.0,2.0,0.0,0.0,0.0,56.4
dummy_image_2.png,1,67.0,67.0,67.0,0.0,3.0,0.0,0.0,0.0,44.6
dummy_image_2.png,1,43.0,43.0,43.0,2.0,3.0,0.0,0.0,0.0,49.4
dummy_image_2.png,5,73.2,30.0,87.0,12.4,3.8,0.45,1.61,1.0,52.0
dummy_image_2.png,7,30.43,10.0,26.0,17.0,4.0,0.0,2.24,1.33,56.0
dummy_image_2.png,1,78.0,78.0,78.0,21.0,3.0,0.0,0.0,0.0,42.4
dummy_image_2.png,1,21.0,21.0,21.0,25.0,3.0,0.0,0.0,0.0,53.8
dummy_image_2.png,2,31.0,26.0,31.0,27.0,3.5,0.5,0.5,0.5,52.8
dummy_image_2.png,1,76.0,76.0,76.0,41.0,3.0,0.0,0.0,0.0,42.8
dummy_image_2.png,12,36.0,5.0,33.5,42.75,4.92,0.75,2.43,1.53,57.0
dummy_image_2.png,1,74.0,74.0,74.0,22.0,4.0,0.0,0.0,0.0,43.2
dummy_image_2.png,6,60.33,37.0,60.0,38.0,4.5,0.5,2.06,1.29,50.6
dummy_image_2.png,6,40.83,13.0,42.0,46.67,5.5,0.6,1.54,0.99,55.4
dummy_image_2.png,11,39.55,2.0,25.0,4.73,6.82,0.33,3.28,1.89,57.6
dummy_image_2.png,1,72.0,72.0,72.0,5.0,5.0,0.0,0.0,0.0,43.6
dummy_image_2.png,1,15.0,15.0,15.0,8.0,5.0,0.0,0.0,0.0,55.0
dummy_image_2.png,1,70.0,70.0,70.0,23.0,5.0,0.0,0.0,0.0,44.0
dummy_image_2.png,1,90.0,90.0,90.0,55.0,5.0,0.0,0.0,0.0,40.0
dummy_image_2.png,1,10.0,10.0,10.0,10.0,6.0,0.0,0.0,0.0,56.0
dummy_image_2.png,8,57.75,11.0,63.0,15.25,7.0,0.25,2.75,1.59,55.8
dummy_image_2.png,14,60.57,4.0,59.5,20.71,9.43,0.52,3.5,2.03,57.2
dummy_image_2.png,19,53.16,0.0,54.0,26.37,9.26,0.45,3.98,2.01,58.0
dummy_image_2.png,1,82.0,82.0,82.0,27.0,6.0,0.0,0.0,0.0,41.6
dummy_image_2.png,2,66.5,57.0,66.5,30.0,6.5,0.5,0.5,0.5,46.6
dummy_image_2.png,1,58.0,58.0,58.0,39.0,6.0,0.0,0.0,0.0,46.4
dummy_image_2.png,1,15.0,15.0,15.0,56.0,6.0,0.0,0.0,0.0,55.0
dummy_image_2.png,1,94.0,94.0,94.0,63.0,6.0,0.0,0.0,0.0,39.2
dummy_image_2.png,2,30.5,27.0,30.5,0.5,7.0,0.5,0.5,0.5,52.6
dummy_image_2.png,1,29.0,29.0,29.0,32.0,7.0,0.0,0.0,0.0,52.2
dummy_image_2.png,12,49.17,4.0,48.0,35.5,8.25,0.56,2.61,1.74,57.2
dummy_image_2.png,1,39.0,39.0,39.0,38.0,7.0,0.0,0.0,0.0,50.2
dummy_image_2.png,1,38.0,38.0,38.0,40.0,7.0,0.0,0.0,0.0,50.4
dummy_image_2.png,1,81.0,81.0,81.0,9.0,8.0,0.0,0.0,0.0,41.8
dummy_image_2.png,1,49.0,49.0,49.0,23.0,8.0,0.0,0.0,0.0,48.2
dummy_image_2.png,14,41.93,10.0,35.0,45.36,10.07,0.36,2.8,1.71,56.0
dummy_image_2.png,2,67.5,40.0,67.5,52.0,8.5,0.5,0.5,0.5,50.0
dummy_image_2.png,3,53.33,28.0,51.0,58.33,8.33,0.47,0.75,0.65,52.4
dummy_image_2.png,2,54.5,36.0,54.5,61.0,8.5,0.5,0.5,0.5,50.8
dummy_image_2.png,3,40.0,3.0,50.0,0.33,9.67,0.47,0.75,0.65,57.4
dummy_image_2.png,1,48.0,48.0,48.0,2.0,9.0,0.0,0.0,0.0,48.4
dummy_image_2.png,1,30.0,30.0,30.0,4.0,9.0,0.0,0.0,0.0,52.0
dummy_image_2.png,8,46.75,0.0,46.0,11.38,9.62,0.73,2.7,1.54,58.0
dummy_image_2.png,7,39.57,10.0,18.0,16.57,10.71,0.52,1.77,1.06,56.0
dummy_image_2.png,5,56.2,33.0,51.0,40.0,10.2,0.2,1.28,0.9,51.4
dummy_image_2.png,1,25.0,25.0,25.0,48.0,9.0,0.0,0.0,0.0,53.0
dummy_image_2.png,3,25.33,6.0,18.0,49.67,9.67,0.47,0.75,0.65,56.8
dummy_image_2.png,2,49.5,3.0,49.5,55.0,9.5,0.5,0.5,0.5,57.4
dummy_image_2.png,1,61.0,61.0,61.0,3.0,10.0,0.0,0.0,0.0,45.8
dummy_image_2.png,11,36.18,14.0,31.0,7.18,11.64,0.41,2.73,1.59,55.2
dummy_image_2.png,2,59.0,59.0,59.0,24.0,10.5,0.5,0.5,0.5,46.2
dummy_image_2.png,4,55.0,42.0,51.0,30.75,10.25,0.35,1.27,0.87,49.6
dummy_image_2.png,3,44.0,2.0,35.0,53.33,10.67,0.47,0.75,0.65,57.6
dummy_image_2.png,5,25.4,4.0,6.0,13.2,12.0,0.2,1.28,0.9,57.2
dummy_image_2.png,15,44.93,1.0,36.0,34.13,12.87,0.19,2.42,1.54,57.8
dummy_image_2.png,1,69.0,69.0,69.0,42.0,11.0,0.0,0.0,0.0,44.2
dummy_image_2.png,27,48.74,2.0,50.0,56.0,14.48,0.52,4.28,2.6,57.6
dummy_image_2.png,1,98.0,98.0,98.0,0.0,12.0,0.0,0.0,0.0,38.4
dummy_image_2.png,2,93.0,91.0,93.0,2.5,12.0,0.5,0.5,0.5,39.8
dummy_image_2.png,1,25.0,25.0,25.0,41.0,12.0,0.0,0.0,0.0,53.0
dummy_image_2.png,1,98.0,98.0,98.0,49.0,12.0,0.0,0.0,0.0,38.4
dummy_image_2.png,2,30.5,16.0,30.5,51.0,12.5,0.5,0.5,0.5,54.8
dummy_image_2.png,3,37.67,0.0,21.0,61.33,12.67,0.47,0.75,0.65,58.0
dummy_image_2.png,1,23.0,23.0,23.0,63.0,12.0,0.0,0.0,0.0,53.4
dummy_image_2.png,11,50.45,3.0,34.0,4.45,15.55,0.71,2.9,1.65,57.4
dummy_image_2.png,3,63.67,22.0,72.0,14.67,13.67,0.47,0.75,0.65,53.6
dummy_image_2.png,2,5.0,0.0,5.0,28.5,13.0,0.5,0.5,0.5,58.0
dummy_image_2.png,6,35.5,1.0,43.0,38.67,13.83,0.37,1.67,1.07,57.8
dummy_image_2.png,4,33.75,10.0,21.5,42.5,14.0,0.5,1.12,0.81,56.0
dummy_image_2.png,1,96.0,96.0,96.0,0.0,14.0,0.0,0.0,0.0,38.8
dummy_image_2.png,1,15.0,15.0,15.0,10.0,14.0,0.0,0.0,0.0,55.0
dummy_image_2.png,1,81.0,81.0,81.0,12.0,14.0,0.0,0.0,0.0,41.8
dummy_image_2.png,1,42.0,42.0,42.0,22.0,14.0,0.0,0.0,0.0,49.6
dummy_image_2.png,6,57.5,9.0,62.5,24.67,14.67,0.47,1.7,1.12,56.2
dummy_image_2.png,1,33.0,33.0,33.0,30.0,14.0,0.0,0.0,0.0,51.4
dummy_image_2.png,9,45.44,2.0,65.0,48.22,14.78,0.31,2.23,1.35,57.6
dummy_image_2.png,1,44.0,44.0,44.0,63.0,14.0,0.0,0.0,0.0,49.2
dummy_image_2.png,1,80.0,80.0,80.0,7.0,15.0,0.0,0.0,0.0,42.0
dummy_image_2.png,6,45.0,4.0,39.5,9.17,16.17,0.24,1.18,0.91,57.2
dummy_image_2.png,1,35.0,35.0,35.0,11.0,15.0,0.0,0.0,0.0,51.0
dummy_image_2.png,19,53.32,2.0,60.0,18.84,19.63,0.4,4.71,2.4,57.6
dummy_image_2.png,2,67.0,39.0,67.0,20.0,15.5,0.5,0.5,0.5,50.2
dummy_image_2.png,2,42.5,6.0,42.5,28.5,15.0,0.5,0.5,0.5,56.8
dummy_image_2.png,5,59.4,7.0,61.0,13.6,16.6,0.57,1.65,1.04,56.6
dummy_image_2.png,1,98.0,98.0,98.0,27.0,16.0,0.0,0.0,0.0,38.4
dummy_image_2.png,3,56.0,25.0,71.0,31.33,16.33,0.47,0.75,0.65,53.0
dummy_image_2.png,5,47.8,22.0,32.0,35.0,17.0,0.0,1.0,0.8,53.6
dummy_image_2.png,1,28.0,28.0,28.0,38.0,16.0,0.0,0.0,0.0,52.4
dummy_image_2.png,4,37.25,2.0,29.0,41.0,16.5,0.5,1.12,0.81,57.6
dummy_image_2.png,6,68.83,5.0,86.0,61.67,17.17,0.37,1.86,1.18,57.0
dummy_image_2.png,1,39.0,39.0,39.0,24.0,17.0,0.0,0.0,0.0,50.2
dummy_image_2.png,2,45.0,5.0,45.0,28.5,17.0,0.5,0.5,0.5,57.0
dummy_image_2.png,8,56.12,9.0,62.0,43.88,18.38,0.4,1.85,1.17,56.2
dummy_image_2.png,1,31.0,31.0,31.0,47.0,17.0,0.0,0.0,0.0,51.8
dummy_image_2.png,1,88.0,88.0,88.0,49.0,17.0,0.0,0.0,0.0,40.4
dummy_image_2.png,5,40.6,2.0,39.0,55.8,18.2,0.28,1.44,0.96,57.6
dummy_image_2.png,2,19.5,15.0,19.5,0.0,18.5,0.5,0.5,0.5,55.0
dummy_image_2.png,1,38.0,38.0,38.0,8.0,18.0,0.0,0.0,0.0,50.4
dummy_image_2.png,4,37.5,14.0,25.0,21.75,19.25,0.35,1.27,0.87,55.2
dummy_image_2.png,6,59.33,27.0,64.5,26.33,19.83,0.37,1.95,1.18,52.6
dummy_image_2.png,2,28.0,26.0,28.0,32.0,18.5,0.5,0.5,0.5,52.8
dummy_image_2.png,4,32.25,0.0,33.0,38.25,18.75,0.35,1.27,0.87,58.0
dummy_image_2.png,1,25.0,25.0,25.0,46.0,18.0,0.0,0.0,0.0,53.0
dummy_image_2.png,1,68.0,68.0,68.0,48.0,18.0,0.0,0.0,0.0,44.4
dummy_image_2.png,3,86.33,64.0,97.0,1.67,19.67,0.47,0.75,0.65,45.2
dummy_image_2.png,3,41.33,16.0,35.0,13.0,19.0,0.0,1.0,0.67,54.8
dummy_image_2.png,2,20.5,5.0,20.5,36.0,19.5,0.5,0.5,0.5,57.0
dummy_image_2.png,5,32.4,20.0,31.0,46.8,20.8,0.28,1.81,1.12,54.0
dummy_image_2.png,10,52.1,9.0,40.5,51.4,21.0,0.4,2.04,1.32,56.2
dummy_image_2.png,2,52.5,33.0,52.5,53.5,19.0,0.5,0.5,0.5,51.4
dummy_image_2.png,5,61.0,46.0,58.0,62.8,20.2,0.28,1.81,1.12,48.8
dummy_image_2.png,6,63.17,34.0,62.5,8.67,20.17,0.37,2.34,1.38,51.2
dummy_image_2.png,1,26.0,26.0,26.0,41.0,20.0,0.0,0.0,0.0,52.8
dummy_image_2.png,6,36.33,10.0,24.5,56.83,21.0,0.17,1.83,1.09,56.0
dummy_image_2.png,2,44.5,7.0,44.5,60.0,20.5,0.5,0.5,0.5,56.6
dummy_image_2.png,1,53.0,53.0,53.0,0.0,21.0,0.0,0.0,0.0,47.4
dummy_image_2.png,2,43.5,24.0,43.5,4.0,21.5,0.5,0.5,0.5,53.2
dummy_image_2.png,1,22.0,22.0,22.0,12.0,21.0,0.0,0.0,0.0,53.6
dummy_image_2.png,6,56.0,31.0,53.0,16.0,22.33,0.33,1.67,1.02,51.8
dummy_image_2.png,2,27.0,23.0,27.0,28.5,21.0,0.5,0.5,0.5,53.4
dummy_image_2.png,8,60.25,36.0,62.0,32.12,22.75,0.28,1.96,1.25,50.8
dummy_image_2.png,12,43.5,5.0,51.5,40.83,22.08,0.19,3.17,1.66,57.0
dummy_image_2.png,1,35.0,35.0,35.0,45.0,21.0,0.0,0.0,0.0,51.0
dummy_image_2.png,1,11.0,11.0,11.0,49.0,21.0,0.0,0.0,0.0,55.8
dummy_image_2.png,1,69.0,69.0,69.0,6.0,22.0,0.0,0.0,0.0,44.2
dummy_image_2.png,1,90.0,90.0,90.0,11.0,22.0,0.0,0.0,0.0,40.0
dummy_image_2.png,1,45.0,45.0,45.0,24.0,22.0,0.0,0.0,0.0,49.0
dummy_image_2.png,1,3.0,3.0,3.0,27.0,22.0,0.0,0.0,0.0,57.4
dummy_image_2.png,1,89.0,89.0,89.0,59.0,22.0,0.0,0.0,0.0,40.2
dummy_image_2.png,1,21.0,21.0,21.0,61.0,22.0,0.0,0.0,0.0,53.8
dummy_image_2.png,2,54.0,44.0,54.0,0.0,23.5,0.5,0.5,0.5,49.2
dummy_image_2.png,1,72.0,72.0,72.0,2.0,23.0,0.0,0.0,0.0,43.6
dummy_image_2.png,1,6.0,6.0,6.0,5.0,23.0,0.0,0.0,0.0,56.8
dummy_image_2.png,1,47.0,47.0,47.0,7.0,23.0,0.0,0.0,0.0,48.6
dummy_image_2.png,1,2.0,2.0,2.0,9.0,23.0,0.0,0.0,0.0,57.6
dummy_image_2.png,3,37.33,15.0,43.0,12.33,23.67,0.47,0.75,0.65,55.0
dummy_image_2.png,1,53.0,53.0,53.0,23.0,23.0,0.0,0.0,0.0,47.4
dummy_image_2.png,15,56.93,4.0,62.0,25.6,24.73,0.66,3.82,2.1,57.2
dummy_image_2.png,1,48.0,48.0,48.0,35.0,23.0,0.0,0.0,0.0,48.4
dummy_image_2.png,1,25.0,25.0,25.0,49.0,23.0,0.0,0.0,0.0,53.0
dummy_image_2.png,1,48.0,48.0,48.0,54.0,23.0,0.0,0.0,0.0,48.4
dummy_image_2.png,1,18.0,18.0,18.0,62.0,23.0,0.0,0.0,0.0,54.4
dummy_image_2.png,1,12.0,12.0,12.0,4.0,24.0,0.0,0.0,0.0,55.6
dummy_image_2.png,1,97.0,97.0,97.0,6.0,24.0,0.0,0.0,0.0,38.6
dummy_image_2.png,3,68.33,15.0,94.0,37.0,24.0,0.0,1.0,0.67,55.0
dummy_image_2.png,10,51.5,11.0,64.5,44.6,25.5,0.64,2.19,1.28,55.8
dummy_image_2.png,2,12.5,12.0,12.5,47.5,24.0,0.5,0.5,0.5,55.6
dummy_image_2.png,13,68.15,24.0,71.0,51.69,25.31,0.44,2.78,1.72,53.2
dummy_image_2.png,1,51.0,51.0,51.0,56.0,24.0,0.0,0.0,0.0,47.8
dummy_image_2.png,2,26.5,26.0,26.5,60.5,24.0,0.5,0.5,0.5,52.8
dummy_image_2.png,2,61.5,46.0,61.5,2.5,25.0,0.5,0.5,0.5,48.8
dummy_image_2.png,4,34.5,13.0,26.5,8.0,25.5,0.5,1.12,0.81,55.4
dummy_image_2.png,1,67.0,67.0,67.0,11.0,25.0,0.0,0.0,0.0,44.6
dummy_image_2.png,4,66.75,33.0,70.0,20.0,25.5,0.5,1.12,0.81,51.4
dummy_image_2.png,2,48.5,45.0,48.5,34.5,25.0,0.5,0.5,0.5,49.0
dummy_image_2.png,6,42.83,0.0,46.0,40.33,26.67,0.47,1.7,1.12,58.0
dummy_image_2.png,4,69.0,47.0,68.5,4.5,27.0,0.5,1.12,0.81,48.6
dummy_image_2.png,1,94.0,94.0,94.0,13.0,26.0,0.0,0.0,0.0,39.2
dummy_image_2.png,3,42.67,6.0,38.0,32.33,26.33,0.47,0.75,0.65,56.8
dummy_image_2.png,1,88.0,88.0,88.0,36.0,26.0,0.0,0.0,0.0,40.4
dummy_image_2.png,2,47.0,33.0,47.0,59.5,26.0,0.5,0.5,0.5,51.4
dummy_image_2.png,5,46.6,8.0,50.0,1.2,27.4,0.45,1.26,0.85,56.4
dummy_image_2.png,8,63.25,8.0,67.0,10.88,27.88,0.18,1.43,1.04,56.4
dummy_image_2.png,2,52.0,47.0,52.0,14.0,27.5,0.5,0.5,0.5,48.6
dummy_image_2.png,2,76.0,62.0,76.0,16.5,27.0,0.5,0.5,0.5,45.6
dummy_image_2.png,1,90.0,90.0,90.0,30.0,27.0,0.0,0.0,0.0,40.0
dummy_image_2.png,1,41.0,41.0,41.0,42.0,27.0,0.0,0.0,0.0,49.8
dummy_image_2.png,9,40.67,1.0,16.0,51.67,28.56,0.56,2.38,1.3,57.8
dummy_image_2.png,7,45.0,1.0,48.0,57.86,28.14,0.2,2.15,1.25,57.8
dummy_image_2.png,3,69.33,53.0,62.0,62.0,27.0,0.0,1.0,0.67,47.4
dummy_image_2.png,1,21.0,21.0,21.0,6.0,28.0,0.0,0.0,0.0,53.8
dummy_image_2.png,3,18.67,2.0,15.0,18.67,28.33,0.47,0.75,0.65,57.6
dummy_image_2.png,1,69.0,69.0,69.0,25.0,28.0,0.0,0.0,0.0,44.2
dummy_image_2.png,7,53.29,10.0,57.0,28.14,29.71,0.32,1.72,1.11,56.0
dummy_image_2.png,2,89.5,82.0,89.5,34.5,28.0,0.5,0.5,0.5,41.6
dummy_image_2.png,5,30.4,8.0,21.0,37.2,28.6,0.45,1.26,0.85,56.4
dummy_image_2.png,1,40.0,40.0,40.0,43.0,28.0,0.0,0.0,0.0,50.0
dummy_image_2.png,1,49.0,49.0,49.0,46.0,28.0,0.0,0.0,0.0,48.2
dummy_image_2.png,1,63.0,63.0,63.0,48.0,28.0,0.0,0.0,0.0,45.4
dummy_image_2.png,1,27.0,27.0,27.0,55.0,28.0,0.0,0.0,0.0,52.6
dummy_image_2.png,8,41.88,12.0,37.0,3.38,30.25,0.45,2.23,1.34,55.6
dummy_image_2.png,1,55.0,55.0,55.0,15.0,29.0,0.0,0.0,0.0,47.0
dummy_image_2.png,1,28.0,28.0,28.0,21.0,29.0,0.0,0.0,0.0,52.4
dummy_image_2.png,1,80.0,80.0,80.0,45.0,29.0,0.0,0.0,0.0,42.0
dummy_image_2.png,3,49.33,48.0,48.0,47.33,29.67,0.47,0.75,0.65,48.4
dummy_image_2.png,1,32.0,32.0,32.0,49.0,29.0,0.0,0.0,0.0,51.6
dummy_image_2.png,6,57.17,13.0,62.5,60.33,30.0,0.33,1.67,1.14,55.4
dummy_image_2.png,1,98.0,98.0,98.0,1.0,30.0,0.0,0.0,0.0,38.4
dummy_image_2.png,2,40.0,1.0,40.0,8.5,30.0,0.5,0.5,0.5,57.8
dummy_image_2.png,5,50.0,0.0,68.0,14.2,30.8,0.28,1.44,0.96,58.0
dummy_image_2.png,2,22.0,9.0,22.0,18.0,30.5,0.5,0.5,0.5,56.2
dummy_image_2.png,1,1.0,1.0,1.0,22.0,30.0,0.0,0.0,0.0,57.8
dummy_image_2.png,5,37.0,14.0,27.0,31.0,30.8,0.2,1.28,0.9,55.2
dummy_image_2.png,1,79.0,79.0,79.0,35.0,30.0,0.0,0.0,0.0,42.2
dummy_image_2.png,1,79.0,79.0,79.0,42.0,30.0,0.0,0.0,0.0,42.2
dummy_image_2.png,2,53.5,36.0,53.5,44.0,30.5,0.5,0.5,0.5,50.8
dummy_image_2.png,1,99.0,99.0,99.0,12.0,31.0,0.0,0.0,0.0,38.2
dummy_image_2.png,1,80.0,80.0,80.0,20.0,31.0,0.0,0.0,0.0,42.0
dummy_image_2.png,1,59.0,59.0,59.0,23.0,31.0,0.0,0.0,0.0,46.2
dummy_image_2.png,1,97.0,97.0,97.0,25.0,31.0,0.0,0.0,0.0,38.6
dummy_image_2.png,1,24.0,24.0,24.0,33.0,31.0,0.0,0.0,0.0,53.2
dummy_image_2.png,18,57.0,14.0,58.0,38.17,35.06,0.84,4.6,2.68,55.2
dummy_image_2.png,1,60.0,60.0,60.0,40.0,31.0,0.0,0.0,0.0,46.0
dummy_image_2.png,16,63.62,10.0,66.5,49.81,33.69,0.36,3.28,2.01,56.0
dummy_image_2.png,1,31.0,31.0,31.0,53.0,31.0,0.0,0.0,0.0,51.8
dummy_image_2.png,1,17.0,17.0,17.0,56.0,31.0,0.0,0.0,0.0,54.6
dummy_image_2.png,3,50.0,2.0,71.0,3.67,32.67,0.47,0.75,0.65,57.6
dummy_image_2.png,4,41.0,11.0,27.0,7.0,32.5,0.5,1.12,0.81,55.8
dummy_image_2.png,1,77.0,77.0,77.0,9.0,32.0,0.0,0.0,0.0,42.6
dummy_image_2.png,1,27.0,27.0,27.0,13.0,32.0,0.0,0.0,0.0,52.6
dummy_image_2.png,15,48.67,1.0,48.0,29.27,34.4,0.48,4.05,2.16,57.8
dummy_image_2.png,1,43.0,43.0,43.0,43.0,32.0,0.0,0.0,0.0,49.4
dummy_image_2.png,5,50.8,1.0,56.0,54.6,33.2,0.45,1.26,0.85,57.8
dummy_image_2.png,13,59.23,6.0,59.0,57.77,34.08,0.77,2.93,1.77,56.8
dummy_image_2.png,1,36.0,36.0,36.0,61.0,32.0,0.0,0.0,0.0,50.8
dummy_image_2.png,2,68.0,48.0,68.0,63.0,32.5,0.5,0.5,0.5,48.4
dummy_image_2.png,1,74.0,74.0,74.0,14.0,33.0,0.0,0.0,0.0,43.2
dummy_image_2.png,1,43.0,43.0,43.0,21.0,33.0,0.0,0.0,0.0,49.4
dummy_image_2.png,1,96.0,96.0,96.0,23.0,33.0,0.0,0.0,0.0,38.8
dummy_image_2.png,12,41.33,10.0,37.0,34.5,34.17,0.53,2.76,1.55,56.0
dummy_image_2.png,1,69.0,69.0,69.0,45.0,33.0,0.0,0.0,0.0,44.2
dummy_image_2.png,1,96.0,96.0,96.0,1.0,34.0,0.0,0.0,0.0,38.8
dummy_image_2.png,2,50.0,46.0,50.0,5.5,34.0,0.5,0.5,0.5,48.8
dummy_image_2.png,15,40.8,2.0,52.0,10.27,36.07,0.27,3.88,1.98,57.6
dummy_image_2.png,2,93.0,91.0,93.0,11.5,34.0,0.5,0.5,0.5,39.8
dummy_image_2.png,1,60.0,60.0,60.0,15.0,34.0,0.0,0.0,0.0,46.0
dummy_image_2.png,2,51.5,50.0,51.5,24.5,34.0,0.5,0.5,0.5,48.0
dummy_image_2.png,3,72.0,45.0,72.0,41.67,34.33,0.47,0.75,0.65,49.0
dummy_image_2.png,2,38.5,14.0,38.5,44.0,34.5,0.5,0.5,0.5,55.2
dummy_image_2.png,5,45.0,13.0,41.0,46.8,35.2,0.28,1.44,0.96,55.4
dummy_image_2.png,1,42.0,42.0,42.0,48.0,34.0,0.0,0.0,0.0,49.6
dummy_image_2.png,1,37.0,37.0,37.0,61.0,34.0,0.0,0.0,0.0,50.6
dummy_image_2.png,1,97.0,97.0,97.0,0.0,35.0,0.0,0.0,0.0,38.6
dummy_image_2.png,7,46.14,19.0,36.0,2.29,36.71,0.4,2.3,1.31,54.2
dummy_image_2.png,7,43.71,11.0,53.0,18.29,36.14,0.32,1.99,1.22,55.8
dummy_image_2.png,1,11.0,11.0,11.0,21.0,35.0,0.0,0.0,0.0,55.8
dummy_image_2.png,1,98.0,98.0,98.0,23.0,35.0,0.0,0.0,0.0,38.4
dummy_image_2.png,5,37.4,1.0,35.0,25.0,36.0,0.0,1.41,0.97,57.8
dummy_image_2.png,1,16.0,16.0,16.0,60.0,35.0,0.0,0.0,0.0,54.8
dummy_image_2.png,3,63.0,21.0,74.0,62.67,35.33,0.47,0.75,0.65,53.8
dummy_image_2.png,1,2.0,2.0,2.0,5.0,36.0,0.0,0.0,0.0,57.6
dummy_image_2.png,1,11.0,11.0,11.0,28.0,36.0,0.0,0.0,0.0,55.8
dummy_image_2.png,1,51.0,51.0,51.0,41.0,36.0,0.0,0.0,0.0,47.8
dummy_image_2.png,7,52.57,5.0,54.0,43.43,37.57,0.61,1.63,1.2,57.0
dummy_image_2.png,1,20.0,20.0,20.0,55.0,36.0,0.0,0.0,0.0,54.0
dummy_image_2.png,2,59.0,31.0,59.0,0.0,37.5,0.5,0.5,0.5,51.8
dummy_image_2.png,1,66.0,66.0,66.0,14.0,37.0,0.0,0.0,0.0,44.8
